Title,id,会場(投稿),開催年度,多言語対応の有無,多言語対応（例）ウェブサイトの多言語化,バリアフリー対応の有無,バリアフリー対応策（例）,組織委員会の認証の有無,画像等データの有無,決算額_year,決算額_price
"東京都写真美術館 3F, 2F, B1F展示室",1980,"東京都写真美術館 - 3F 展示室|東京都写真美術館 - 2F 展示室|東京都写真美術館 - B1F 展示室|東京都写真美術館 - 2F ロビー|東京都写真美術館 - 3F ロビー",2016,2016,,有り,英語,有り,バリアフリー対応施設,なし,あり・チラシ画像
フェスティバル会場・オールアラウンドガイドツアー,1981,"東京都写真美術館|恵比寿ガーデンプレイス - センター広場|日仏会館 - ギャラリー",2016,2016,,有り,英語,無し,バリアフリー対応施設,なし,なし
"TOP メイン会場・ガイドツアー",1982,東京都写真美術館,2016,2016,,有り,英語,有り,バリアフリー対応施設,なし,なし
"TOP Museum Guided Tour: EnglishVersion",1983,東京都写真美術館,2016,2016,,有り,英語,有り,バリアフリー対応施設,なし,なし
"勅使川原三郎 新作 フランス・ツアー",1989,"リュー・ユニック大アトリエ（Le Lieu unique Grand Atelier ）|マルティーグ・サラン劇場（Theatre des Salines-Scene national de Martigues ）|シャイヨー国立劇場 （Theatre national de Chaillot）",2016,2016,,有り,英語,無し,,,なし
プロジェクト大山　新作公演「それでも　おどって」,1993,シアタートラム,2016,2016,,有り,英語,無し,,,なし
コンドルズ×あうるすぽっと　大赤字コンテンポラリーダンスフェスvol.1「可能性の獣たち2017」,1994,豊島区舞台芸術交流センター（あうるすぽっと）,2016,2016,,有り,英語,無し,,,あり・チラシ画像
ダンス保育園！！,1995,"スパイラルホール（港区）|恵比寿ガーデンプレイス - COMMON EBISU★重複",2016,2016,,有り,英語,無し,,,なし
"コンテンポラリーダンス・ショーケース JAPAN +EAST ASIA",1999,ジャパンソサエティ★重複,2016,2016,,有り,英語,無し,,なし,なし
"インフラ　INFRA -Between Musin and Arts, BetweenTokyo and Berlin",2001,"インポートプロジェクト（Import project）★場所不明|山本現代",2016,2016,,有り,英語,無し,,,なし
ホスピタルとデザイン展,2004,"アクシスギャラリー - シンポジア",2016,2016,,有り,英語,無し,,,なし
"Art, Media and I, TOKYO（AMIT）2017",2006,"丸ビル - マルキューブ",2016,2016,,有り,英語,無し,,,なし
ジェイ・チュン＆キュウ・タケキ・マエダ展,2008,statements（ステイトメンツ）（渋谷区）,2016,2016,,有り,英語,無し,,,なし
"Reborn Homes through my voice",2011,旧平櫛田中邸,2016,2016,,有り,英語,無し,,,なし
泡とねばり、とうきょう,2013,新宿眼科画廊,2016,2016,,有り,英語,無し,,,なし
アート産業市場『見える化』プロジェクト,2015,東京都内各所,2016,2016,,有り,英語,無し,,,なし
石塚元太良新作展『Demarcation』実行委員会,2018,"Gallery 916",2016,2016,,有り,英語,無し,,,なし
映画をめぐる視覚のあり方を問う新作映画制作,2021,UPLINK（アップリンク渋谷）,2016,2016,,有り,英語,無し,,,なし
"第十四回 飛鳥山薪能公演　及び　飛鳥山薪能 能楽鑑賞会",2023,"飛鳥山公園 ‐ 野外舞台",2016,2016,,有り,英語,無し,,,なし
徹の笛　̶第八回福原徹演奏会̶,2025,"東京文化会館 - 小ホール",2016,2016,,有り,英語,無し,,,なし
「Ｗ.Ｂ.イエーツを魅了した能の演目から」ニューヨーク公演,2026,ジャパン・ソサエティー,2016,2016,,有り,英語,無し,,,なし
"第2回 今藤政太郎作品演奏会",2028,"紀尾井ホール - 紀尾井小ホール",2016,2016,,有り,英語,無し,,,なし
東京高円寺阿波おどり台湾公演2017,2029,慈恵宮|国立台湾戯曲学院|松山慈祐宮,2016,2016,,有り,英語,無し,,,なし
"野坂操壽 × 沢井一恵「変絃自在」サンフランシスコ公演",2033,"San Francisco Public Library|Maybeck Studio|Herbst Theatre",2016,2016,,有り,英語,無し,,,なし
伝統・技・美のライブパフォーマンス「一粒萬倍」,2037,アームストロング劇場,2016,2016,,有り,英語,無し,,,なし
"第七回 貴雅の会",2039,"紀尾井ホール - 紀尾井小ホール",2016,2016,,有り,英語,無し,,,なし
日本三曲協会定期公演　第3回　日本の響,2040,"国立劇場 - 小劇場",2016,2016,,有り,英語,無し,,,なし
"山本亜美 二十五絃箏リサイタル ～紡ぐ、箏　歌～",2042,"東京オペラシティ - 3F 近江楽堂",2016,2016,,有り,英語,無し,,,あり・チラシ画像
"第2回 清元志寿子太夫　清元一太夫　清元演奏會",2043,"紀尾井ホール - 紀尾井小ホール",2016,2016,,有り,英語,無し,,,なし
第三十四回　神楽坂をどり,2044,牛込箪笥区民ホール,2016,2016,,有り,英語,無し,,,なし
IAFT16/17,2046,"Space One（韓国 ソウル）|Audio Visual Pavilion|igong（韓国）|UPLINK（アップリンク渋谷）",2016,2016,,有り,英語,無し,,,なし
賞道のすすめ,2054,"東京松屋 - インテリア和紙ショールーム・ショップ 江戸からかみ",2016,2016,,有り,英語,無し,,,なし
CINARS特別集中講義「カンパニーを国際化するための専門知識とメソッド」,2057,"豊島区舞台芸術交流センター（あうるすぽっと） - 会議室B",2016,2016,,有り,,無し,,,なし
"東京文化会館《響の森》vol. 39「ニューイヤーコンサート2017」",2058,"東京文化会館 - 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
演劇集団　円　公演　「Double　Tomorrow」,2060,吉祥寺シアター,2017,2017,,無し,,無し,,,なし
伝統文化を東京からアジアへ広げようプロジェクト（竹と竹で結ぶ・和のかけ橋）,2061,ホーチミン市食品工業大学,2016,2016,,有り,英語,無し,,,なし
バックステージツアー《舞台編》,2063,"東京文化会館 - 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
こどもの城合唱団コンサート　～こどもたちからのサウンドメッセージ～,2075,"渋谷区文化総合センター大和田 - さくらホール",2016,2016,,有り,英語,無し,,,なし
舞台手話通訳付き公演のモデル上演および撮影会,2078,"座・高円寺 - 座・高円寺 2",2016,2016,,有り,英語,無し,,,なし
劇団銅鑼公演ドラマファクトリーvol.10『短編集（仮）』　,2080,銅鑼アトリエ,2016,2016,,有り,英語,無し,,,なし
子どもたちによるヘアカット　子どもと大人の関係性を問い直すソーシャリー・エンゲイジド・アート（SEA）・プロジェクト　（仮称）,2086,東京ビューティーアート専門学校|東京未来大学こどもみらい園|アーツ千代田3331,2016,2016,,有り,英語,無し,,,なし
アール・ブリュット立川2016～こころが描くアート展～,2090,"伊勢丹 ‐ 立川店",2016,2016,,有り,英語,無し,,,あり・チラシ画像
オリジナル箏曲合奏プロジェクト,2093,都内区部|多摩地区,2016,2016,,有り,英語,無し,,,なし
“手話”で楽しむ能狂言鑑賞会,2094,十四世喜多六平太記念能楽堂（喜多能楽堂）,2016,2016,,有り,英語,無し,,,なし
"うたの住む家プロジェクト in 両国",2096,両国門天ホール,2016,2016,,有り,英語,無し,,,なし
清姫道成寺　̶　純愛か、狂愛か。̶,2098,シアターΧ,2015,2015,,有り,英語,無し,,,なし
"シニア劇団かんじゅく座第11回公演「ねこら！ 2017」",2100,中野ザ・ポケット,2016,2016,,有り,英語,無し,,,なし
ホスピタルシアタープロジェクト2016～インクルージブ・シアターへの誘い（仮）,2102,"シャロームみなみ風 ‐ 地域交流スペース",2016,2016,,有り,英語,無し,,,なし
インクルーシブ・ダンスの上演をコアとする連続的な「共創」のアートプログラム開発,2106,光が丘ＩＭＡホール|戸山サンライズ,2016,2016,,有り,英語,無し,,,なし
「アートとソーシャルデザイン」連続トーク＆フォーラム,2109,アーツ千代田3331,2016,2016,,有り,英語,無し,,,なし
障害を起点とした新しい価値を探るデザインプロセスの実践vol.1,2110,サウス・バイ・サウスウエスト（SXSW）,2016,2016,,有り,英語,無し,,,なし
"よむよむ・わくわく広場　in 足立区",2112,シアター1010,2016,2016,,有り,英語,無し,,,なし
アーティストと子どものエデュケア学校（仮）　,2115,,2015,2015,,有り,英語,無し,,,
バックステージツアー《舞台編》,2116,"東京文化会館 - 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
バックステージツアー《建築編》,2117,"東京文化会館 - 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
マエストロ・ビジット,2119,台東区立東泉小学校,2016,2016,,無し,,無し,,,なし
松沢病院（2016年12月15日）,2121,東京都立松沢病院,2016,2016,,無し,,無し,,なし,なし
バックステージツアー《建築編》,2122,"東京文化会館 - 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
バックステージツアー《建築編》,2124,"東京文化会館 - 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
バックステージツアー《建築編》,2125,"東京文化会館 - 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
葛尾小、川内小（2017年1月17日）,2127,葛尾村立葛尾小学校|川内村立川内小学校,2016,2016,,無し,,無し,,なし,なし
富岡第一・第二小、浪江中（2017年1月16日）,2130,富岡町立富岡第一小学校|浪江町立浪江中学校,2016,2016,,無し,,無し,,なし,なし
東大病院（2017年2月7日）,2133,東京大学医学部附属病院,2016,2016,,無し,,無し,,なし,なし
《弦楽四重奏》（2016年10月18日）,2136,"東京文化会館 - 大ホールホワイエ",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
《アンサンブル》（2017年1月11日）,2137,"東京文化会館 - 大ホールホワイエ",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
母島保育園（2017年2月13日）,2139,小笠原村立母島保育園,2016,2016,,無し,,無し,,なし,なし
花さと保育園（2017年2月18日）,2140,花さと保育園（荒川区）,2016,2016,,無し,,無し,,なし,なし
船戸幼稚園（2017年2月21日）,2141,船戸幼稚園（いわき）,2016,2016,,無し,,無し,,なし,なし
御厩保育所（2017年2月21日）,2142,御厩保育所（いわき）,2016,2016,,無し,,無し,,なし,なし
白土保育所（2017年2月21日）,2143,白土保育所（いわき）,2016,2016,,無し,,無し,,なし,なし
つくしんぼ保育園、なの花保育園（2017年3月14日）,2144,つくしんぼ保育園（日野市）|なの花保育園（江戸川区）,2016,2016,,無し,,無し,,なし,なし
小淀ホーム（2017年3月17日）,2145,小淀ホーム,2016,2016,,無し,,無し,,なし,なし
浅草寺病院（2017年3月18日）,2146,浅草寺病院,2016,2016,,無し,,無し,,なし,なし
しらさぎホーム（2017年3月20日）,2147,しらさぎホーム,2016,2016,,無し,,無し,,なし,なし
《金管五重奏》（2017年2月27日）,2150,"東京文化会館 - 大ホールホワイエ",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
神津島,2161,神津島村立神津中学校体育館,2016,2016,,無し,,無し,,,なし
三宅島,2162,三宅村文化会館,2016,2016,,無し,,無し,,,なし
御蔵島,2163,御蔵島村立御蔵島小中学校体育館,2016,2016,,無し,,無し,,,なし
八丈島,2164,八丈町多目的ホール「おじゃれ」★重複,2016,2016,,無し,,無し,,,なし
青ヶ島,2165,青ヶ島村立青ヶ島小中学校多目的ホール,2016,2016,,無し,,無し,,,なし
母島,2166,小笠原村立母島小中学校体育館,2016,2016,,無し,,無し,,,なし
父島,2167,小笠原村地域福祉センター多目的ホール,2016,2016,,無し,,無し,,,なし
子供歌舞伎教室,2179,歌舞伎座,2016,2016,,無し,,無し,,,なし
坂本冬美特別公演★,2183,明治座,2016,2016,,無し,,無し,,,なし
あの大鴉さえも,2184,"東京芸術劇場 - シアターイースト",2016,2016,,無し,,無し,,,なし
１０月歌舞伎公演,2185,国立劇場,2016,2016,,無し,,無し,,,なし
ミス・サイゴン,2186,帝国劇場,2016,2016,,無し,,無し,,,なし
一人二役,2187,シアタークリエ,2016,2016,,無し,,無し,,,なし
祇園の姉妹,2188,明治座,2016,2016,,無し,,無し,,,なし
三婆,2189,新橋演舞場,2016,2016,,無し,,無し,,,なし
ミス・サイゴン,2190,帝国劇場,2016,2016,,無し,,無し,,,なし
舟木一夫特別公演,2191,新橋演舞場,2016,2016,,無し,,無し,,,なし
12月歌舞伎公演,2192,国立劇場,2016,2016,,無し,,無し,,,なし
ロミオとジュリエット,2193,"東京芸術劇場 - プレイハウス",2016,2016,,無し,,有り,バリアフリー対応施設,,なし
プリシラ,2194,日生劇場,2016,2016,,無し,,無し,,,なし
十二月大歌舞伎,2195,歌舞伎座,2016,2016,,無し,,無し,,,なし
新春浅草歌舞伎,2196,浅草公会堂,2016,2016,,無し,,無し,,,なし
華岡青洲の妻,2197,三越劇場,2016,2016,,無し,,無し,,,なし
フランケンシュタイン,2198,日生劇場,2016,2016,,無し,,無し,,,なし
お気に召すまま,2199,シアタークリエ,2016,2016,,無し,,無し,,,なし
二月喜劇名作公演,2200,新橋演舞場,2016,2016,,無し,,無し,,,なし
ビッグフィッシュ,2201,日生劇場,2016,2016,,無し,,無し,,,なし
細雪,2202,明治座,2016,2016,,無し,,無し,,,なし
コメディトゥナイト,2210,新橋演舞場,2016,2016,,無し,,無し,,,なし
３月歌舞伎公演,2211,国立劇場,2016,2016,,無し,,無し,,,なし
マリウス,2212,日生劇場,2016,2016,,無し,,無し,,,なし
SAKURA,2213,明治座,2016,2016,,無し,,無し,,,なし
キューティーブロンド,2214,シアタークリエ,2016,2016,,無し,,無し,,,なし
四月大歌舞伎,2215,歌舞伎座,2016,2016,,無し,,無し,,,なし
紳士のための愛と殺人の手引き,2216,日生劇場,2016,2016,,無し,,無し,,,なし
ハムレット,2217,"東京芸術劇場 - プレイハウス",2016,2016,,無し,,無し,,,なし
展示,2219,"都立中央図書館 - 4F 多目的ホール",2016,2016,,無し,,無し,,なし,なし
アール・ブリュット展,2221,"東京国際フォーラム - ガラス棟 ロビーギャラリー",2016,2016,,無し,,無し,,,あり・チラシ画像
"ヘブンアーティストIN TOKYO",2224,上野恩賜公園（上野公園）,2016,2016,,無し,,無し,,,あり・チラシ画像
ヘブンアーティストIN渋谷,2226,"渋谷道玄坂|文化村通り|渋谷109前|渋谷マークシティ|渋谷中央街 - ウェーブの広場",2016,2016,,無し,,無し,,,あり・チラシ画像
三茶de大道芸,2232,茶沢通り,2016,2016,,無し,,無し,,,あり・チラシ画像
"創遊・楽落らいぶVol. 35",2237,"東京文化会館 - 小ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
"創遊・楽落らいぶVol. 36",2238,"東京文化会館 - 小ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
"創遊・楽落らいぶVol. 37",2239,"東京文化会館 - 小ホール",2016,2016,,無し,,有り,障害者も参加可能なワークショップ,なし,なし
受け継がれてゆく伝統の八王子車人形,2244,"八幡八雲神社（八王子市） - 神楽殿",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,無し,,公認プログラム,あり・その他画像
とんとんむかし話,2247,"八幡八雲神社（八王子市） - 参集殿",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,無し,,公認プログラム,なし
伝統の美～舞と響～,2249,"八王子繊維貿易館 - 講堂",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,無し,,公認プログラム,なし
和・染物体験　～今も生きる古き良き伝統を体験しよう！～,2252,染色工房藤本染工芸,2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,無し,,公認プログラム,なし
江戸時代のアニメーション「影絵（写し絵）」影絵（写し絵）公演とワークショップ,2254,"安榮山明王院 福傳寺",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,無し,,公認プログラム,なし
本町連合町会山車,2258,"いちょうホール（八王子市芸術文化会館） - エントランス",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,無し,,公認プログラム,あり・その他画像
スマートフォンで歴史を知ろう！,2261,JR八王子駅周辺,2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,無し,,公認プログラム,なし
総合受付（11月27日）,2262,"「伝承のたまてばこ～多摩伝統文化フェスティバル2016～」 総合受付",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,無し,,公認プログラム,なし
スタンプラリー（11月27日）,2263,"「伝承のたまてばこ～多摩伝統文化フェスティバル2016～」 総合受付",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,無し,,公認プログラム,なし
ユーロード（11月26日）,2264,西放射線ユーロード,2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,無し,,公認プログラム,なし
人力車による“お練り”（11月26日）,2266,"西放射線ユーロード - 入り口（北口ゲート）|横山町公園（八王子市） - 屋外ステージ",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,無し,,公認プログラム,なし
聴いてみよう、日本の音　八王子祭囃子,2268,"中町公園（八王子市） - 屋外ステージ",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,無し,,公認プログラム,あり・その他画像
“桐”と“竹”音色七色,2269,"中町公園（八王子市） - 屋外ステージ",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,無し,,公認プログラム,なし
八王子芸妓衆の華と粋,2270,"中町公園（八王子市） - 屋外ステージ",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,無し,,公認プログラム,あり・その他画像
受け継がれてゆく伝統の八王子車人形,2271,"八幡八雲神社（八王子市） - 神楽殿",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,無し,,公認プログラム,あり・その他画像
“桐”と“竹”音色七色,2273,"横山町公園（八王子市） - 屋外ステージ",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,無し,,公認プログラム,なし
ナイト・ミニ・コンサート,2274,国立西洋美術館ー講堂,2016,2016,,無し,,無し,,なし,なし
ちょっと小粋にまちめぐり！人力車・昭和レトロ探し,2278,横山町公園（八王子市）|駅前銀座通り（八王子市）|西放射線ユーロード|ゆき乃恵（八王子市）|すず香（八王子市）,2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,無し,,公認プログラム,なし
“桐”と“竹”音色七色,2279,"八幡八雲神社（八王子市） - 神楽殿",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,無し,,公認プログラム,なし
リハーサル室、鑑賞室、東京芸術劇場リハーサル室、文京シビックセンター　他,2281,"東京文化会館 - リハーサル室|東京文化会館 - 鑑賞室|文京シビックセンター|東京芸術劇場 - リハーサル室",2016,2016,,無し,,無し,,なし,なし
和・染物体験　～今も生きる古き良き伝統を体験しよう！～,2282,染色工房藤本染工芸,2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,無し,,公認プログラム,なし
江戸時代のアニメーション「影絵（写し絵）」種板をつくろうワークショップ＆ミニ公演,2283,"安榮山明王院 福傳寺",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,無し,,公認プログラム,なし
本町連合町会山車,2288,"いちょうホール（八王子市芸術文化会館） - エントランス",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,無し,,公認プログラム,あり・その他画像
東京都立八王子特別支援学校（2016年10月11日）,2289,東京都立八王子特別支援学校,2016,2016,,無し,,無し,,なし,なし
スマートフォンで歴史を知ろう！,2290,JR八王子駅周辺,2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,無し,,公認プログラム,なし
総合受付（11月26日）,2291,"「伝承のたまてばこ～多摩伝統文化フェスティバル2016～」 総合受付",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,無し,,公認プログラム,なし
スタンプラリー（11月26日）,2292,"「伝承のたまてばこ～多摩伝統文化フェスティバル2016～」 総合受付",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,無し,,公認プログラム,なし
ユーロード（11月27日）,2293,西放射線ユーロード,2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,無し,,公認プログラム,なし
人力車による“お練り”（11月27日）,2294,"西放射線ユーロード - 入り口（北口ゲート）|横山町公園（八王子市） - 屋外ステージ",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,無し,,公認プログラム,なし
"UENO WELCOME PASSPORT",2297,"東京国立博物館|国立科学博物館|国立西洋美術館|東京都恩賜上野動物園|旧岩崎邸庭園　|東京都美術館|台東区立下町風俗資料館|台東区立朝倉彫塑館|台東区立書道博物館|上野の森美術館|東京藝術大学大学美術館|東京文化会館|国立国会図書館 - 国際子ども図書館|国立近現代建築資料館",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,無し,,なし,なし
鑑賞室,2312,"東京文化会館 - 鑑賞室",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
"めざせ！おんがく忍者！ 1）3歳～4歳（2016年11月20日）",2314,"東京文化会館 - 大リハーサル室",2016,2016,,無し,,無し,,なし,あり・チラシ画像
TOKYO数寄フェス,2316,"上野恩賜公園  - 不忍池（ボート池）|上野恩賜公園 - 噴水広場 東側|上野恩賜公園 - 弁天堂（不忍池）|上野恩賜公園 - 噴水広場|国立西洋美術館 - 地下2階講堂|東京藝術大学 - 奏楽堂|国立西洋美術館 - 前庭|東京藝術大学 - 美術学部 中央棟 第1講義室|国立科学博物館|東京藝術大学|東京都美術館|東京都恩賜上野動物園|東京都恩賜上野動物園 - 東園 動物慰霊碑横テント",2016,2016,,有り,英語,有り,バリアフリー対応施設,なし,なし
上野夜公園,2327,"上野恩賜公園  - 不忍池（ボート池）",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,無し,,なし,なし
文化との出合いを感動に変えるプロフェッショナル」日本屈指の文化施設で働くプロフェッショナルたちのトークセッション,2328,"国立科学博物館 - コンパス|東京都美術館 - 交流棟 2F アートスタディルーム|東京国立博物館 - 東洋館",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,有り,バリアフリー対応施設,なし,なし
地域連携プログラム,2331,"東京国立博物館|国立国会図書館 - 国際子ども図書館|東京文化会館 - 大会議室|旧平櫛田中邸|谷中エリア|上野恩賜公園（上野公園）",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,無し,,なし,なし
"めざせ！おんがく忍者！ 2）5歳～6歳（2016年11月20日）",2334,"東京文化会館 - 大リハーサル室",2016,2016,,無し,,無し,,なし,あり・チラシ画像
"Music Clock 3）一般（2016年11月20日）",2335,"東京文化会館 - 大リハーサル室",2016,2016,,無し,,無し,,なし,あり・チラシ画像
"旅するヨーロッパ 1）6ヶ月～18ヶ月（2017年2月26日）",2337,"東京文化会館 - 大リハーサル室",2016,2016,,無し,,無し,,なし,あり・チラシ画像
"旅するヨーロッパ 2）19ヶ月～35ヶ月（2017年2月26日）",2338,"東京文化会館 - 大リハーサル室",2016,2016,,無し,,無し,,なし,あり・チラシ画像
"カラダ・オト・ウタウ 3）小学生～大人（未就学児不可）（2017年2月26日）",2339,"東京文化会館 - 大リハーサル室",2016,2016,,無し,,無し,,なし,あり・チラシ画像
"開館90周年記念フォーラム 創造と共生の場を求めて──美術館の歴史と未来",2358,"東京都美術館 - 講堂",2016,2016,,無し,,有り,バリアフリー対応施設,,あり・チラシ画像
"開館90周年記念 アーカイブズ資料展示 造形講座と東京都美術館",2360,"東京都美術館 - 佐藤慶太郎記念アートラウンジ",2016,2016,,無し,,有り,バリアフリー対応施設,,あり・チラシ画像
【特別展】ティツィアーノとヴェネツィア派展,2363,"東京都美術館 – 1F 企画展示室|東京都美術館 – LBF 企画展示室|東京都美術館 – 2F 企画展示室",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,有り,バリアフリー対応施設,なし,あり・チラシ画像
鑑賞用ツールの制作と提供（ジュニアガイドなど）,2366,東京都美術館,2016,2016,,無し,,有り,バリアフリー対応施設,,あり・その他画像
とびらボードの貸出し　,2368,東京都美術館,2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
とびラーなど学び合いの環境整備,2369,東京都美術館,2016,2016,,無し,,有り,バリアフリー対応施設,,なし
建築ツアーの開催,2370,東京都美術館,2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
ギャラリートーク・アーティストトークの実施,2371,東京都美術館,2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
障害のある方のための特別鑑賞会,2374,東京都美術館,2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
"金井 学",2375,トーキョーアーツアンドスペースレジデンシー,2017,2017,,有り,英語,無し,,,なし
"【連携展】都美セレクション 新鋭美術家 2017",2376,"東京都美術館 – B2F ギャラリーC",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,有り,バリアフリー対応施設,,あり・チラシ画像
"金 瑞姫",2383,トーキョーアーツアンドスペースレジデンシー,2017,2017,,有り,英語,無し,,なし,なし
"田中 英行",2384,トーキョーアーツアンドスペースレジデンシー,2017,2017,,有り,英語,無し,,なし,なし
"鎌田 友介",2385,トーキョーアーツアンドスペースレジデンシー,2017,2017,,有り,英語,無し,,なし,なし
ミヤギフトシ,2386,トーキョーアーツアンドスペースレジデンシー,2017,2017,,有り,英語,無し,,なし,なし
