id,"Post Type",Title,Content,会場の所属する自治体,会場の存在する自治体名
2662,kaijyo,大田区立高畑小学校,,都内-区,大田区
2664,kaijyo,東京都立中央ろう学校,,都内-区,杉並区
2666,kaijyo,世田谷区立池尻小学校,,都内-区,世田谷区
2671,kaijyo,白銀公園,,都内-区,新宿区
2677,kaijyo,中野区立桃園小学校,,都内-区,中野区
2679,kaijyo,国分寺市立第一小学校,,都内-市,国分寺市
2683,kaijyo,"江戸東京たても の園－★削除",,都内-区,
2684,kaijyo,江戸東京たてもの園－西川家別邸,,都内-市,小金井市
2685,kaijyo,江戸東京たてもの園－高橋堤清邸,,都内-市,小金井市
2688,kaijyo,江戸東京たてもの園－川野商店,,都内-市,小金井市
2706,kaijyo,三鷹市公会堂,,都内-市,三鷹市
2707,kaijyo,ひの煉瓦ホール(日野市民会館）,,都内-市,日野市
2708,kaijyo,くにたち市民芸術小ホール★重複,,都内-市,国立市
2709,kaijyo,東大和市民会館ハミングホール,,都内-市,東大和市
2720,kaijyo,世田谷区立芦花小学校,,都内-区,世田谷区
2721,kaijyo,北区立赤羽台西小学校,,都内-区,北区
2722,kaijyo,練馬区立旭丘小学校,,都内-区,練馬区
2723,kaijyo,足立区立扇小学校,,都内-区,足立区
2724,kaijyo,八王子市立愛宕小学校,,都内-市,八王子市
2727,kaijyo,府中市立住吉小学校,,都内-市,府中市
2728,kaijyo,国分寺市立第二小学校,,都内-市,国分寺市
2729,kaijyo,東大和市立第六小学校,,都内-市,東大和市
2734,kaijyo,江東区立南砂中学校,,都内-区,江東区
2735,kaijyo,目黒区立大鳥中学校,,都内-区,目黒区
2736,kaijyo,多摩市立青陵中学校,,都内-市,多摩市
2738,kaijyo,利島村立利島小中学校,,都内-村,利島村
2746,kaijyo,東京都立葛飾ろう学校,,都内-区,葛飾区
2747,kaijyo,マハヤナ学園撫子園,,都内-区,板橋区
2748,kaijyo,調布学園,,都内-市,調布市
2751,kaijyo,東京都立八王子東特別支援学校,,都内-市,八王子市
2761,kaijyo,浜離宮恩賜庭園－中島の御茶屋,,都内-区,中央区
2765,kaijyo,浜離宮恩賜庭園－芳梅亭,,都内-区,中央区
2767,kaijyo,浜離宮恩賜庭園－中の橋袂3席,,都内-区,中央区
2769,kaijyo,浜離宮恩賜庭園－中の橋袂,,都内-区,中央区
2772,kaijyo,浜離宮恩賜庭園－花木園,,都内-区,中央区
2792,kaijyo,"東京都庭園美術館 - 本館・新館",,都内-区,港区
2799,kaijyo,江戸川区立鹿骨東小学校,,都内-区,江戸川区
2803,kaijyo,足立区立花畑小学校,,都内-区,足立区
2808,kaijyo,江東区立第五砂町幼稚園,,都内-区,江東区
2811,kaijyo,豊島区立明豊中学校,,都内-区,豊島区
2814,kaijyo,台東区立金曽木小学校,,都内-区,台東区
2820,kaijyo,東京都立江東特別支援学校,,都内-区,江東区
2823,kaijyo,"八王子市第六小学校 - 特別支援学級",,都内-区,八王子市
2825,kaijyo,荒川区立尾久幼稚園,,都内-区,荒川区
2827,kaijyo,文京区柳町幼稚園,,都内-区,文京区
2830,kaijyo,台東区立台東保育園,,都内-区,台東区
2833,kaijyo,練馬区立大泉西小学校,,都内-区,練馬区
2835,kaijyo,日の出町立大久野中学校,,都外,西多摩郡日の出町
2838,kaijyo,千代田区立麹町幼稚園,,都内-区,千代田区
2840,kaijyo,文京区立明化幼稚園,,都内-区,文京区
2843,kaijyo,足立区立亀田小学校,,都内-区,足立区
2844,kaijyo,大田区立洗足池小学校,,都内-区,大田区
2848,kaijyo,"東京都庭園美術館 - 庭園 茶室 「光華」広間",,都内-区,港区
2863,kaijyo,"P3 art and environment",,都内-区,新宿区
2895,kaijyo,"東京文化会館 - 大ホールホワイエ",,都内-区,台東区
2926,kaijyo,"旧岩崎邸庭園 - 洋館1階",,都内-区,台東区
2927,kaijyo,"東京国立博物館 - 本館 大階段",,都内-区,台東区
2931,kaijyo,"お台場 自由の女神会場（グランドニッコー東京 台場前） - メイン舞台",,都内-区,港区
2933,kaijyo,"JR東日本30周年記念 山手線ラッピングトレイン団体貸切列車内",,都内-区,品川区
2938,kaijyo,カーザ・ダ・ムジカ（ポルトガル）,,都外,海外（ポルトガル）
2940,kaijyo,"東京文化会館 - 中会議室 2",,都内-区,台東区
3006,kaijyo,"文京シビックセンター - レクリエーションホール",,都内-区,文京区
3010,kaijyo,"文京シビックセンター - 多目的室",,都内-区,文京区
3017,kaijyo,"文京シビックセンター - 練習室1",,都内-区,文京区
3032,kaijyo,文京区立青柳幼稚園,,都内-区,文京区
3044,kaijyo,"大島町野増センター - 体育館",,都内-町,大島町
3045,kaijyo,小金井市立小金井第二小学校（特別支援学級）,,都内-区,小金井市
3046,kaijyo,大島町岡田保育園,,都内-町,大島町
3049,kaijyo,台東区立台桜幼稚園,,都内-区,台東区
3050,kaijyo,大島町差木地保育園,,都内-町,大島町
3051,kaijyo,大島町子ども家庭支援センター,,都内-町,大島町
3052,kaijyo,大島町元町保育園,,都内-町,大島町
3056,kaijyo,大島町北ノ山保育園,,都内-町,大島町
3062,kaijyo,"パルテノン多摩 - リハーサル室",,都内-市,多摩市
3069,kaijyo,"たましんRISURUホール（立川市民会館） - 地下サブホール",,都内-市,立川市
3073,kaijyo,"たましんRISURUホール（立川市民会館） -  地下展示室",,都内-市,立川市
3075,kaijyo,トッピングイースト,,都内-区,墨田区
3082,kaijyo,寿子ども家庭支援センター,,都内-区,台東区
3085,kaijyo,東京都立大塚ろう学校城東分教室,,都内-区,江東区
3089,kaijyo,東京都立清瀬特別支援学校,,都内-市,清瀬市
3092,kaijyo,東京都立久我山青光学園,,都内-区,世田谷区
3096,kaijyo,東京都立王子特別支援学校,,都内-区,北区
3098,kaijyo,東京都立城東特別支援学校,,都内-区,江東区
3100,kaijyo,東京都立鹿本学園,,都内-区,江戸川区
3103,kaijyo,東京都立小平特別支援学校,,都内-市,小平市
3106,kaijyo,台東区老人福祉センター,,都内-区,台東区
3107,kaijyo,"台東区老人福祉センター - 大集会室",,都内-区,台東区
3109,kaijyo,ケアハウス松が谷,,都内-区,台東区
3110,kaijyo,"ケアハウス松が谷 - デイルーム",,都内-区,台東区
3112,kaijyo,有料老人ホームリブイン（足立邦栄会）,,都内-区,足立区
3114,kaijyo,"すみだ北斎美術館 - MARUGEN100（講座室）",,都内-区,
3116,kaijyo,特別養護老人ホームさくら（足立邦栄会）,,都内-区,足立区
3118,kaijyo,くらまえ高齢者在宅サービスセンター,,都内-区,台東区
3119,kaijyo,"くらまえ高齢者在宅サービスセンター - 6Fデイルーム",,都内-区,台東区
3121,kaijyo,あさくさ高齢者在宅サービスセンター,,都内-区,台東区
3124,kaijyo,"東京文化会館 - リハーサル室B",,都内-区,
3131,kaijyo,トーキョーアーツアンドスペース本郷,,都内-区,
3134,kaijyo,トーキョーアーツアンドスペースレジデンシー★重複,,都内-区,墨田区
3137,kaijyo,大田区立馬込第二小学校,,都内-区,大田区
3139,kaijyo,大田区立大森第一小学校,,都内-区,大田区
3141,kaijyo,町田市立高ヶ坂小学校,,都内-市,町田市
3144,kaijyo,八王子市立恩方第一小学校,,都内-市,八王子市
3146,kaijyo,杉並区立済美養護学校,,都内-区,杉並区
3148,kaijyo,品川区立荏原平塚学園,,都内-区,品川区
3150,kaijyo,立教女学院小学校,,都内-区,杉並区
3152,kaijyo,豊島区立池袋第三小学校,,都内-区,豊島区
3154,kaijyo,江東区立第五大島小学校,,都内-区,江東区
3156,kaijyo,東京都立南大沢学園,,都内-市,八王子市
3158,kaijyo,中野区立鷺宮小学校,,都内-区,中野区
3160,kaijyo,目黒区立下目黒小学校,,都内-区,目黒区
3162,kaijyo,練馬区立早宮小学校,,都内-区,練馬区
3166,kaijyo,葛飾区立本田小学校,,都内-区,葛飾区
3168,kaijyo,八王子市立横川小学校,,都内-市,八王子市
3171,kaijyo,北区立第四岩淵小学校,,都内-区,北区
3173,kaijyo,板橋区立志村小学校,,都内-区,板橋区
3176,kaijyo,世田谷区立上北沢小学校,,都内-区,世田谷区
3178,kaijyo,府中市立日新小学校,,都内-市,府中市
3181,kaijyo,東久留米市立第三小学校,,都内-市,東久留米市
3183,kaijyo,東村山市立東萩山小学校,,都内-市,東村山市
3185,kaijyo,東大和市立第一小学校,,都内-市,東大和市
3187,kaijyo,回向院,,都内-区,墨田区
3188,kaijyo,大島町立つばき小学校,,都内-町,大島町
3193,kaijyo,葛飾区立保田しおさい学校,,都内-区,葛飾区
3197,kaijyo,荒川区立大門小学校,,都内-区,荒川区
3199,kaijyo,国立市立国立第五小学校,,都内-市,国立市
3202,kaijyo,立川市立新生小学校,,都内-市,立川市
3205,kaijyo,青梅市立河辺小学校,,都内-市,青梅市
3207,kaijyo,青梅市立友田小学校,,都内-市,青梅市
3209,kaijyo,トーキョーワンダーサイト本郷,,都内-区,文京区
3215,kaijyo,"東京文化会館 - 中会議室",,都内-区,台東区
3217,kaijyo,"東京文化会館 - 応接室１",,都内-区,台東区
3223,kaijyo,"調布市グリーンホール - 大ホール",,都内-市,調布市
3229,kaijyo,"東京都立青峰学園 ‐ 体育館",,都内-区,青梅市
3236,kaijyo,"赤坂区民センター - 研修室",,都内-区,港区
3237,kaijyo,東京都立白鷺特別支援学校,,都内-区,江戸川区
3239,kaijyo,トーキョーワンダーサイト渋谷,,都内-区,渋谷区
3243,kaijyo,練馬区立小竹小学校,,都内-区,練馬区
3247,kaijyo,大田区立松仙小学校,,都内-区,大田区
3249,kaijyo,町田市立町田第三小学校,,都内-市,町田市
3253,kaijyo,江東区立大島南小学校,,都内-区,江東区
3255,kaijyo,台東区立坂本保育園,,都内-区,台東区
3257,kaijyo,八王子市立上柚木小学校,,都内-市,八王子市
3259,kaijyo,江戸川区立鎌田東小学校,,都内-区,江戸川区
3261,kaijyo,葛飾区立堀切中学校,,都内-区,葛飾区
3263,kaijyo,八王子市立上壱分方小学校,,都内-市,八王子市
3265,kaijyo,新宿区立落合第五小学校,,都内-区,新宿区
3267,kaijyo,西東京市立谷戸小学校,,都内-市,西東京市
3269,kaijyo,東村山市立秋津小学校,,都内-市,東村山市
3271,kaijyo,八王子市立由井第一小学校,,都内-市,八王子市
3273,kaijyo,北区立王子第二小学校,,都内-区,北区
3275,kaijyo,台東区立柏葉中学校,,都内-区,台東区
3277,kaijyo,小平市立小平第九小学校,,都内-市,小平市
3279,kaijyo,台東区立根岸小学校,,都内-区,台東区
3281,kaijyo,江東区立つばめ幼稚園,,都内-区,江東区
3283,kaijyo,江東区立浅間堅川小学校,,都内-区,江東区
3285,kaijyo,台東区立浅草橋保育園,,都内-区,台東区
3287,kaijyo,荒川区立東日暮里幼稚園,,都内-区,荒川区
3289,kaijyo,福生市立福生第二小学校,,都内-市,福生市
3291,kaijyo,台東区立忍岡小学校,,都内-区,台東区
3294,kaijyo,羽村市立羽村西小学校,,都内-区,羽村市
3296,kaijyo,昭島市立多摩辺中学校,,都内-市,昭島市
3302,kaijyo,"深川資料館通り商店街協同組合事務所 -1F",,都内-区,江東区
3320,kaijyo,墨田区立言問小学校,,都内-区,墨田区
3322,kaijyo,文京区立後楽幼稚園,,都内-区,文京区
3324,kaijyo,台東区立上野小学校,,都内-区,台東区
3327,kaijyo,八王子市立由木西小学校,,都内-市,八王子市
3333,kaijyo,台東区立大正幼稚園,,都内-区,台東区
3336,kaijyo,台東区立松が谷保育園,,都内-区,台東区
3338,kaijyo,八王子市立第六小学校,,都内-市,八王子市
3340,kaijyo,台東区立千束保育園,,都内-区,台東区
3342,kaijyo,足立区立鹿浜西小学校,,都内-区,足立区
3344,kaijyo,新宿区立西新宿小学校,,都内-区,新宿区
3346,kaijyo,台東区立浅草小学校,,都内-区,台東区
3348,kaijyo,葛飾区立北住吉幼稚園,,都内-区,葛飾区
3350,kaijyo,台東区立玉姫保育園,,都内-区,台東区
3352,kaijyo,小金井市立小金井第一中学校,,都内-市,小金井市
3355,kaijyo,千代田区立番町幼稚園,,都内-区,千代田区
3357,kaijyo,台東区立石浜橋場こども園,,都内-区,台東区
3360,kaijyo,北区立柳田小学校,,都内-区,北区
3361,kaijyo,"グランチェスター・ハウス - 2F",,都内-区,江東区
3363,kaijyo,稲城市立南山小学校,,都内-市,稲城市
3367,kaijyo,台東区立待乳保育園,,都内-区,台東区
3369,kaijyo,文京区立湯島幼稚園,,都内-区,文京区
3371,kaijyo,小平市立緑小学校,,都内-市,小平市
3373,kaijyo,墨田区立押上小学校,,都内-区,墨田区
3378,kaijyo,文京区立第一幼稚園,,都内-区,文京区
3380,kaijyo,旧喫茶店　,,都内-区,江東区
3386,kaijyo,三好の旧製本所,,都内-区,江東区
3388,kaijyo,三好の旧建具屋（江東区）,,都内-区,江東区
3391,kaijyo,平野の旧印刷所　,,都内-区,江東区
3396,kaijyo,"東京藝術大学 - アーツ・アンド・サイエンス・ラボ",,都内-区,江東区
3398,kaijyo,"東京芸術劇場 - 中リハーサル室（リハーサルルーム M1）",,都内-区,
3405,kaijyo,"浅草文化観光センター - 6F",,都内-区,台東区
3415,kaijyo,オールプレス　エスプレッソ,,都内-区,江東区
3416,kaijyo,ナンディニ,,都内-区,江東区
3417,kaijyo,大久保クリーニング,,都内-区,江東区
3418,kaijyo,smokebooks,,都内-区,江東区
3419,kaijyo,御菓子司　双葉,,都内-区,江東区
3420,kaijyo,株式会社スタートライン,,都内-区,江東区
3421,kaijyo,"Coci la elle（コシラエル本店）",,都内-区,江東区
3422,kaijyo,三河屋さんの米置き場,,都内-区,江東区
3425,kaijyo,"浜離宮恩賜庭園 - 屋外ブース",,都内-区,中央区
3431,kaijyo,"薬師寺東京別院 - 3階",,都内-区,品川区
3432,kaijyo,歌舞伎座ギャラリー,,都内-区,中央区
3434,kaijyo,"羽田空港国際線ターミナル - 4・5階エリア",,都内-区,大田区
3435,kaijyo,"羽田空港国際線ターミナル - 5階 お祭り広場",,都内-区,大田区
3440,kaijyo,"MOSHI MOSHI BOX 原宿観光案内所 - 2階 MOSHI MOSHI GALLERY",,都内-区,渋谷区
3447,kaijyo,中央区立日本橋公会堂（日本橋劇場）,,都内-区,中央区
3451,kaijyo,"東京都庭園美術館 - 庭園 屋外",,都内-区,港区
3465,kaijyo,"三鷹駅 - 北口 交番横",,都内-市,武蔵野市
3466,kaijyo,"三鷹中央ビル - 2階",,都内-市,三鷹市
3467,kaijyo,玉川上水緑道,,都内-区,世田谷区
3468,kaijyo,"三協ビル（武蔵野市） - 3階",,都内-市,武蔵野市
3469,kaijyo,"三鷹第一アパート - 1",,都内-市,武蔵野市
3470,kaijyo,"レストラン喫茶 上床（武蔵野市）",,都内-市,武蔵野市
3471,kaijyo,"三鷹駅 - 南口 デッキ広場",,都内-市,武蔵野市
3472,kaijyo,"三鷹第一アパート - 2",,都内-市,武蔵野市
3473,kaijyo,"三鷹中央ビル - 1階",,都内-市,三鷹市
3475,kaijyo,"東海大学 - 望星学塾 松前柔道場",,都内-市,武蔵野市
3477,kaijyo,"武蔵野タワーズ - スカイゲートタワー前広場",,都内-市,武蔵野市
3479,kaijyo,"Art Center Ongoing",,都内-市,武蔵野市
3495,kaijyo,"東京芸術劇場 - 中リハーサル室（リハーサルルーム M3）",,都内-区,
3501,kaijyo,"東京芸術劇場 - 中リハーサル室（リハーサルルーム L）",,都内-区,
3521,kaijyo,"東京芸術劇場 - シンフォニースペース",,都内-区,豊島区
3522,kaijyo,"東京芸術劇 - シンフォニースペース",,都内-区,
3540,kaijyo,グランキオスク（吉祥寺）,,都内-市,武蔵野市
3542,kaijyo,"東京都庭園美術館 - 本館 ウェルカムルーム",,都内-区,港区
3547,kaijyo,smokebooks,,都内-区,江東区
3554,kaijyo,"小金井市立第四小学校 - 図工室",,都内-市,小金井市
3555,kaijyo,三楽公園,,,
3556,kaijyo,三楽公園（小金井市）,,都内-市,小金井市
3560,kaijyo,"小金井市立前原小学校 - 図工室",,都内-市,小金井市
3561,kaijyo,"小金井市立前原小学校 - 校庭",,都内-市,小金井市
3563,kaijyo,"小金井市立本町小学校 - 多目的室",,都内-市,小金井市
3564,kaijyo,"住宅供給公社本町アパート（小金井市） - 本町アパート内公園",,都内-市,小金井市
3566,kaijyo,アートスポットシャトー小金井2F,,都内-市,小金井市
3568,kaijyo,愛の園保育園（小金井市）,,都内-市,小金井市
3608,kaijyo,神楽坂界隅（神楽坂路上界隅）,,都内-区,新宿区
3611,kaijyo,神楽坂界隅（神楽坂タイムスリップ　スタンプラリー／歴史ガイド）,,都内-区,新宿区
3618,kaijyo,三好地区集会所,,都内-区,江東区
3623,kaijyo,清澄白河エリア,,都内-区,江東区
3625,kaijyo,"東京シティアイ - KITTE地下1階 パフォーマンスゾーン",,都内-区,千代田区
3628,kaijyo,前田建具新倉庫,,都内-区,江東区
3632,kaijyo,"東京藝術大学上野キャンパス ‐ アーツ・アンド・サイエンス・ラボ 4Ｆ（球形ホール）",,都内-区,江東区
3635,kaijyo,"東京藝術大学 - 美術学部 中央棟 第7講義室",,都内-区,江東区
3638,kaijyo,harappa日本橋,,都内-区,中央区
3645,kaijyo,KFCホール（国際ファッションセンター　両国）,,都内-区,墨田区
3650,kaijyo,"東京都江戸東京博物館 - 5F 常設展示室 ミュージアム・ラボ",,都内-区,墨田区
3657,kaijyo,"コミュニティスペース kichi",,都内-町,大島町
3663,kaijyo,ミューザ川崎シンフォニーホール,,都内-区,
3664,kaijyo,"東京国際フォーラム - ホールB7",,都内-区,千代田区
3669,kaijyo,大島各所,,都内-町,大島町
3671,kaijyo,"東京芸術劇場 - アトリウム",,都内-区,豊島区
3681,kaijyo,"六本木ヒルズけやき坂「Counter Void」前",,都内-区,港区
3686,kaijyo,境南ふれあい広場公園（武蔵野プレイス北側）,,都内-市,武蔵野市
3693,kaijyo,芝の家,,都内-区,港区
3703,kaijyo,"武蔵野プレイス - 1階ギャラリー",,都内-市,武蔵野市
3704,kaijyo,"武蔵野プレイス - 3階スペースE",,都内-市,武蔵野市
3716,kaijyo,"小金井 宮地楽器ホール（小金井市民交流センター） - 地下1F 市民ギャラリー",,都内-市,小金井市
3719,kaijyo,前原暫定集会所（小金井市）,,都内-市,小金井市
3720,kaijyo,東小金井駅開設記念会館（マロンホール）,,都内-市,小金井市
3721,kaijyo,上之原会館（小金井市）,,都内-市,小金井市
3722,kaijyo,婦人会館（小金井市）,,都内-市,小金井市
3728,kaijyo,江東区立白河こどもとしょかん,,都内-区,江東区
3734,kaijyo,"としまアートステーション Z（千登世橋教育文化センター） - B1F",,都内-区,豊島区
3735,kaijyo,"東京藝術大学上野キャンパス  - アーツ・アンド・サイエンス・ラボ",,都内-区,江東区
3736,kaijyo,"東京藝術大学上野キャンパス  - アーツ・アンド・サイエンス・ラボ 周辺",,都内-区,江東区
3738,kaijyo,"龍徳山 - 光厳教寺 雲光院",,都内-区,江東区
3741,kaijyo,"としまアートステーション Z（千登世橋教育文化センター）",,都内-区,豊島区
3745,kaijyo,豊島区役所,,都内-区,豊島区
3747,kaijyo,くすのき荘（豊島区）,,都内-区,豊島区
3748,kaijyo,Planethand（豊島区）,,都内-区,豊島区
3758,kaijyo,就労継続支援B型事業所,,都外,埼玉県
3759,kaijyo,就労継続支援B型事業所ハーモニー,,都外,埼玉県
3763,kaijyo,境南ふれあい広場公園,,都内-市,武蔵野市
3765,kaijyo,境南ふれあい広場公園（武蔵野プレイス入口）,,都内-市,武蔵野市
3767,kaijyo,"武蔵野プレイス - 4階フォーラム",,都内-市,武蔵野市
3770,kaijyo,"信愛書店 en=gawa",,都内-区,杉並区
3771,kaijyo,旅の本屋のまど,,都内-区,杉並区
3772,kaijyo,HATOBA,,都内-区,杉並区
3773,kaijyo,ハンサム食堂,,都内-区,杉並区
3774,kaijyo,ビリヤード山崎,,都内-区,杉並区
3775,kaijyo,フジクリーニング,,都内-区,杉並区
3776,kaijyo,高架下空き店舗,,都内-区,杉並区
3778,kaijyo,コミュニティステーション東小金井,,都内-市,小金井市
3782,kaijyo,"雑司が谷地域文化創造館 - 第2練習室",,都内-区,豊島区
3787,kaijyo,三鷹駅周辺施設,,都内-市,三鷹市
3788,kaijyo,"SHIBAURA HOUSE - 3階",,都内-区,
3790,kaijyo,三鷹駅北口交番横,,都内-市,三鷹市
3793,kaijyo,"武蔵野美術大学 - 9号館5階515教室",,都内-市,小平市
3795,kaijyo,御殿山コミュニティセンター第二会議室,,都内-市,武蔵野市
3796,kaijyo,JR三鷹駅周辺,,都内-市,三鷹市
3798,kaijyo,"アーツカウンシル東京 - 3F ROOM302",,都内-区,千代田区
3800,kaijyo,"東京都写真美術館 - B1F ロビー",,都内-区,
3805,kaijyo,"日仏会館 - 2階ギャラリー",,都内-区,
3808,kaijyo,小金井市立第四小学校,,都内-市,小金井市
3811,kaijyo,小金井市立緑小学校,,都内-市,小金井市
3812,kaijyo,浴恩館公園,,都内-市,小金井市
3814,kaijyo,小金井市立本町小学校,,都内-市,小金井市
3818,kaijyo,"小金井アートスポットシャトー - 2F ギャラリー",,都内-市,小金井市
3820,kaijyo,仲町の家（足立区）,,都内-区,足立区
3825,kaijyo,喫茶店サンローゼ（足立区）,,都内-区,足立区
3826,kaijyo,エンブレムホステル西新井（足立区）,,都内-区,足立区
3843,kaijyo,宿場町通り（足立区）,,都内-区,足立区
3844,kaijyo,"ココ・ グラン北千住",,都内-区,足立区
3845,kaijyo,大門商店街（足立区）,,都内-区,足立区
3846,kaijyo,千寿青葉中学校,,都内-区,足立区
3847,kaijyo,千住曙児童遊園,,都内-区,足立区
3848,kaijyo,学園通り商店街（足立区）,,都内-区,足立区
3849,kaijyo,よしだや（足立区）,,都内-区,足立区
3852,kaijyo,"東京藝術大学 千住キャンパス - プロジェクトルーム★重複？",,都内-区,足立区
3854,kaijyo,"東京藝術大学 千住キャンパス - プロジェクトルーム3",,都内-区,足立区
3857,kaijyo,"SHIBAURA HOUSE - 5階 バードルーム",,都内-区,港区
3864,kaijyo,千住公園,,都内-区,足立区
3865,kaijyo,足立区立千寿桜堤中学校,,都内-区,足立区
3867,kaijyo,練馬区江古田,,都内-区,練馬区
3869,kaijyo,イベントスペース甲子,,都内-区,練馬区
3873,kaijyo,BIGFUN平和島,,都内-区,大田区
3877,kaijyo,定時制高校,,都内-区,東京都
3879,kaijyo,新宿区,,都内-区,新宿区
3881,kaijyo,ナングロガル（大久保ネパール料理店）,,都内-区,新宿区
3885,kaijyo,"Startup Hub Tokyo",,都内-区,千代田区
3888,kaijyo,かまいしこども園,,都外,岩手県
3895,kaijyo,岩手県釜石市,,都外,岩手県
3896,kaijyo,岩手県大槌町,,都外,岩手県
3897,kaijyo,"想起のインフォメーションセンター - シャトー１F codolabo",,都内-市,小金井市
3898,kaijyo,小金井市内各所,,都内-市,小金井市
3899,kaijyo,想起のインフォメーションセンター,,都内-区,小金井市
3900,kaijyo,フェスティバルコート（小金井市）,,都内-市,小金井市
3901,kaijyo,上水会館（小金井市）,,都内-市,小金井市
3902,kaijyo,ぬくい湯,,都内-市,小金井市
3903,kaijyo,caféアン,,都内-市,小金井市
3904,kaijyo,美術の森（小金井市）,,都内-市,小金井市
3905,kaijyo,くじら山（小金井市）,,都内-市,小金井市
3907,kaijyo,はけの森カフェ,,都内-市,小金井市
3908,kaijyo,"釜石情報交流センター 釜石PIT",,都外,岩手県
3909,kaijyo,岩手県釜石市鵜住居町根浜海岸,,都外,岩手県
3912,kaijyo,"小金井 宮地楽器ホール（小金井市民交流センター） - 1F マルチパーパススペースＢ",,都内-市,小金井市
3913,kaijyo,野々島,,都内-区,宮城県
3914,kaijyo,浦戸小中学校,,都外,宮城県
3915,kaijyo,七ヶ浜町,,都外,宮城県
3917,kaijyo,佐藤啓一宅,,都外,宮城県
3918,kaijyo,宮古島,,都外,宮城県
3919,kaijyo,仙台市,,都外,宮城県
3920,kaijyo,仙台うみの杜水族館,,都外,宮城県
